quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
0.06678338775510205,Attribute 4=='1' AND Attribute 5=='1',1214,7000,1092,3601,5786,0.17342857142857143,0.8265714285714286,0.30324909747292417,0.6967509025270758,0.899505766062603,0.4336329070169374,0.5144285714285715,1.7485532803216386
0.06678338775510205,Attribute 4=='1' AND Attribute 5=='1' AND Attribute 6=='0',1214,7000,1092,3601,5786,0.17342857142857143,0.8265714285714286,0.30324909747292417,0.6967509025270758,0.899505766062603,0.4336329070169374,0.5144285714285715,1.7485532803216386
0.06678338775510205,Attribute 3=='0' AND Attribute 4=='1' AND Attribute 5=='1',1214,7000,1092,3601,5786,0.17342857142857143,0.8265714285714286,0.30324909747292417,0.6967509025270758,0.899505766062603,0.4336329070169374,0.5144285714285715,1.7485532803216386
0.06678338775510205,Attribute 2=='0' AND Attribute 4=='1' AND Attribute 5=='1',1214,7000,1092,3601,5786,0.17342857142857143,0.8265714285714286,0.30324909747292417,0.6967509025270758,0.899505766062603,0.4336329070169374,0.5144285714285715,1.7485532803216386
0.06678338775510205,Attribute 1=='0' AND Attribute 4=='1' AND Attribute 5=='1',1214,7000,1092,3601,5786,0.17342857142857143,0.8265714285714286,0.30324909747292417,0.6967509025270758,0.899505766062603,0.4336329070169374,0.5144285714285715,1.7485532803216386
0.06670165306122448,Attribute 1=='1' AND Attribute 3=='1',1219,7000,1094,3601,5781,0.17414285714285715,0.8258571428571428,0.30380449875034715,0.6961955012496529,0.8974569319114027,0.43366199619443,0.5144285714285715,1.7445705424548232
0.06670165306122448,Attribute 1=='1' AND Attribute 3=='1' AND Attribute 6=='0',1219,7000,1094,3601,5781,0.17414285714285715,0.8258571428571428,0.30380449875034715,0.6961955012496529,0.8974569319114027,0.43366199619443,0.5144285714285715,1.7445705424548232
0.06670165306122448,Attribute 1=='1' AND Attribute 3=='1' AND Attribute 5=='0',1219,7000,1094,3601,5781,0.17414285714285715,0.8258571428571428,0.30380449875034715,0.6961955012496529,0.8974569319114027,0.43366199619443,0.5144285714285715,1.7445705424548232
0.06670165306122448,Attribute 1=='1' AND Attribute 3=='1' AND Attribute 4=='0',1219,7000,1094,3601,5781,0.17414285714285715,0.8258571428571428,0.30380449875034715,0.6961955012496529,0.8974569319114027,0.43366199619443,0.5144285714285715,1.7445705424548232
0.06670165306122448,Attribute 1=='1' AND Attribute 2=='1',1219,7000,1094,3601,5781,0.17414285714285715,0.8258571428571428,0.30380449875034715,0.6961955012496529,0.8974569319114027,0.43366199619443,0.5144285714285715,1.7445705424548232
